,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
306,kruisfontein,ZA,2020-10-10 12:20:09,-34,24.73,5,90,52.26799999999999,3.35
307,kahului,US,2020-10-10 12:15:11,20.89,-156.47,20,68,75.27200000000005,2.6
308,saint-augustin,CA,2020-10-10 12:20:09,51.23,-58.65,17,54,44.33000000000004,8.14
309,alice springs,AU,2020-10-10 12:16:16,-23.7,133.88,18,58,55.66999999999996,3.66
310,praya,CV,2020-10-10 12:20:10,14.92,-23.51,20,70,86.26999999999995,8.2
311,sentyabrskiy,,,,,,,,
312,nishihara,JP,2020-10-10 12:20:10,26.18,127.76,40,88,79.06999999999996,2.1
313,honningsvag,NO,2020-10-10 12:20:10,70.98,25.97,96,91,48.36199999999995,5.28
314,haverhill,US,2020-10-10 12:20:10,42.78,-71.08,1,47,77.26999999999995,9.3
315,shingu,JP,2020-10-10 12:20:10,33.73,135.98,13,88,66.70399999999995,3.19
316,louisbourg,,,,,,,,
317,qui nhon,VN,2020-10-10 12:18:40,13.77,109.23,100,92,75.23599999999996,3.46
318,shimoda,JP,2020-10-10 12:20:10,34.67,138.95,94,92,70.26799999999999,1.34
319,roebourne,AU,2020-10-10 12:20:11,-20.78,117.13,41,57,71.54600000000005,5.65
320,sarahan,IN,2020-10-10 12:20:11,31.52,77.8,0,39,53.95999999999998,1.44
321,mangla,PK,2020-10-10 12:20:11,31.89,72.38,0,19,82.4,0.34
322,hihifo,,,,,,,,
323,nizhneyansk,,,,,,,,
324,kununurra,AU,2020-10-10 12:20:11,-15.77,128.73,3,60,75.46999999999997,2.1
325,caravelas,BR,2020-10-10 12:20:11,-17.71,-39.25,35,64,85.36999999999996,5.9
326,berlevag,NO,2020-10-10 12:20:12,70.86,29.09,54,82,46.903999999999954,2.9
327,znamenskoye,RU,2020-10-10 12:20:12,57.13,73.83,100,98,41.75600000000003,1.7
328,tepalcatepec,MX,2020-10-10 12:20:12,19.18,-102.85,79,58,87.20600000000003,1.26
329,broome,US,2020-10-10 12:20:12,42.25,-75.83,1,56,77.26999999999995,5.7
330,lagoa,PT,2020-10-10 12:20:12,39.05,-27.98,5,86,70.44800000000004,5.48
331,san martin,AR,2020-10-10 12:20:13,-33.08,-68.47,0,13,86.26999999999995,2.1
332,vredendal,ZA,2020-10-10 12:17:27,-31.67,18.5,0,30,67.56799999999998,5.17
333,camacha,PT,2020-10-10 12:20:13,33.08,-16.33,40,78,71.86999999999996,6.2
334,mattru,SL,2020-10-10 12:20:13,7.62,-11.83,84,88,80.38399999999999,2.36
335,chapais,CA,2020-10-10 12:20:13,49.78,-74.85,90,93,43.06999999999996,4.1
336,nizhniy odes,RU,2020-10-10 12:20:14,63.64,54.86,100,95,48.21799999999999,2.77
337,akyab,MM,2020-10-10 12:20:14,20.15,92.9,3,77,82.74199999999999,0.33
338,alyangula,AU,2020-10-10 12:20:14,-13.85,136.42,98,94,75.46999999999997,2.89
339,ucluelet,CA,2020-10-10 12:18:36,48.93,-125.55,75,93,53.27599999999999,3.1
340,la suiza,CR,2020-10-10 12:20:14,9.85,-83.61,20,57,80.86999999999996,2.6
341,anshun,CN,2020-10-10 12:20:14,26.25,105.93,72,91,56.101999999999975,2.18
342,pecos,US,2020-10-10 12:20:14,31.42,-103.49,1,11,84.46999999999997,3.6
343,pudozh,RU,2020-10-10 12:20:14,61.81,36.53,56,89,48.77599999999999,3.16
344,terrace,CA,2020-10-10 12:19:54,54.52,-128.6,75,100,39.469999999999956,1
345,chicontepec,MX,2020-10-10 12:20:15,20.97,-98.17,14,73,81.46400000000003,0.85
346,clyde river,CA,2020-10-10 12:20:15,70.47,-68.59,90,93,34.06999999999996,13.9
347,henties bay,NA,2020-10-10 12:20:15,-22.12,14.28,0,82,56.26400000000004,0.89
348,yulara,AU,2020-10-10 12:20:15,-25.24,130.99,57,22,64.66999999999996,3.1
349,columbus,US,2020-10-10 12:20:12,39.96,-83,75,77,71.27599999999998,6.2
350,buraydah,SA,2020-10-10 12:16:18,26.33,43.98,0,20,82.66999999999996,2.1
351,swan river,CA,2020-10-10 12:20:16,52.11,-101.27,71,65,46.36400000000003,5.06
352,witu,KE,2020-10-10 12:20:16,-2.39,40.44,20,83,79.06999999999996,2.1
353,san patricio,US,2020-10-10 12:20:16,28.02,-97.52,1,55,94.26199999999996,1.5
354,barth,DE,2020-10-10 12:20:16,54.36,12.72,20,71,50.26999999999996,3.6
355,srivardhan,IN,2020-10-10 12:20:16,18.03,73.02,100,85,80.20399999999995,2.27
356,tilichiki,RU,2020-10-10 12:20:16,60.47,166.1,99,95,28.508000000000003,7.18
357,salalah,OM,2020-10-10 12:20:17,17.02,54.09,0,69,80.86999999999996,2.1
358,goya,AR,2020-10-10 12:20:17,-29.14,-59.26,0,36,80.86999999999996,3.1
359,sept-iles,CA,2020-10-10 12:18:10,50.2,-66.38,90,93,34.26799999999999,4.6
360,praia da vitoria,PT,2020-10-10 12:18:29,38.73,-27.07,40,100,73.27400000000002,4.4
361,te anau,NZ,2020-10-10 12:20:17,-45.42,167.72,100,92,48.038000000000046,1.51
362,kloulklubed,PW,2020-10-10 12:20:17,7.04,134.26,90,88,77.26999999999995,3.1
363,ayios yeoryios,GR,2020-10-10 12:20:17,38.4,22.93,0,60,68.26999999999995,1.34
364,babanusah,,,,,,,,
365,kiruna,SE,2020-10-10 12:20:18,67.86,20.23,18,87,44.86999999999996,1.5
366,celestun,MX,2020-10-10 12:20:18,20.87,-90.4,91,68,85.24399999999997,1.3
367,ayame,CI,2020-10-10 12:20:18,5.61,-3.16,93,89,77.71999999999997,2.82
368,mitu,CO,2020-10-10 12:16:04,1.2,-70.17,50,41,96.33200000000002,0.25
369,port hedland,AU,2020-10-10 12:20:18,-20.32,118.57,0,69,73.66999999999996,4.1
370,banff,CA,2020-10-10 12:20:18,51.18,-115.57,69,68,47.911999999999956,2.89
371,shache,CN,2020-10-10 12:20:18,38.42,77.24,80,35,56.11999999999996,5.68
372,samusu,,,,,,,,
373,malangwa,NP,2020-10-10 12:20:19,26.86,85.56,53,72,75.86600000000001,1.36
374,nikolskoye,RU,2020-10-10 12:20:19,59.7,30.79,22,81,49.26199999999996,1
375,pangnirtung,CA,2020-10-10 12:20:19,66.15,-65.71,75,61,46.66999999999996,3.1
376,saryshagan,,,,,,,,
377,agirish,RU,2020-10-10 12:20:19,61.92,63.02,88,94,45.51799999999999,3.1
378,gazojak,TM,2020-10-10 12:20:19,41.19,61.4,0,47,49.04600000000005,5.83
379,pacific grove,US,2020-10-10 12:17:20,36.62,-121.92,1,72,69.27799999999996,2.6
380,alofi,NU,2020-10-10 12:20:20,-19.06,-169.92,40,94,73.66999999999996,1
381,baykit,RU,2020-10-10 12:20:20,61.67,96.37,74,94,23.882000000000016,1.27
382,nokaneng,BW,2020-10-10 12:20:20,-19.67,22.27,55,24,85.67599999999999,3.99
383,riviere-au-renard,CA,2020-10-10 12:20:20,49,-64.4,90,100,39.469999999999956,1.5
384,vila franca do campo,PT,2020-10-10 12:20:20,37.72,-25.43,20,68,71.86999999999996,5.1
385,svetlyy,RU,2020-10-10 12:20:20,54.67,20.13,75,93,57.469999999999956,1
386,canon city,US,2020-10-10 12:20:20,38.44,-105.24,1,14,75.46999999999997,5.1
387,avera,US,2020-10-10 12:20:20,33.19,-82.53,90,83,81.26600000000002,4.1
388,half moon bay,US,2020-10-10 12:17:59,37.46,-122.43,40,82,67.26199999999996,1.5
389,jutai,BR,2020-10-10 12:20:21,-5.18,-68.9,0,28,104.01799999999999,0.65
390,marabba,SD,2020-10-10 12:20:21,12.35,32.18,65,31,93.97400000000002,3.94
391,jarjis,,,,,,,,
392,kamenskoye,,,,,,,,
393,tintesti,RO,2020-10-10 12:20:21,45.07,26.87,90,82,64.66999999999996,1.5
394,black river,JM,2020-10-10 12:20:21,18.03,-77.85,20,70,88.06999999999996,7.2
395,balaipungut,ID,2020-10-10 12:20:21,1.05,101.28,100,93,75.50600000000003,1.21
396,mys shmidta,,,,,,,,
397,palabuhanratu,,,,,,,,
398,beringovskiy,RU,2020-10-10 12:20:22,63.05,179.32,100,93,40.280000000000044,11.45
399,okhotsk,RU,2020-10-10 12:20:22,59.38,143.3,0,71,39.97400000000001,2.47
400,camana,PE,2020-10-10 12:20:22,-16.62,-72.71,49,62,67.226,3.39
401,tabou,CI,2020-10-10 12:20:22,4.42,-7.35,26,88,78.38599999999997,5.34
402,wanning,CN,2020-10-10 12:20:22,18.8,110.4,100,84,76.892,5.46
403,ahar,IR,2020-10-10 12:20:22,38.48,47.07,0,55,52.44800000000002,1.51
404,biltine,TD,2020-10-10 12:20:22,14.53,20.92,0,15,95.63000000000005,3.33
405,gwadar,PK,2020-10-10 12:20:23,25.12,62.33,0,69,82.4,2.55
406,mujiayingzi,CN,2020-10-10 12:20:23,42.12,118.78,100,60,53.99600000000005,2.43
407,mazatlan,MX,2020-10-10 12:20:23,23.22,-106.42,5,74,89.27599999999998,0.69
408,luba,GQ,2020-10-10 12:20:23,3.46,8.55,20,83,80.86999999999996,5.7
409,mount isa,AU,2020-10-10 12:20:23,-20.73,139.5,31,14,71.86999999999996,5.1
410,quatre cocos,MU,2020-10-10 12:20:23,-20.21,57.76,40,88,77.26999999999995,1.5
411,puerto madryn,AR,2020-10-10 12:20:23,-42.77,-65.04,100,72,55.59800000000003,8.06
412,kemijarvi,FI,2020-10-10 12:20:23,66.71,27.43,69,93,46.30999999999998,3.69
413,miram shah,PK,2020-10-10 12:20:24,33.01,70.07,0,21,73.32799999999997,1.47
414,oistins,BB,2020-10-10 12:20:24,13.07,-59.53,40,70,88.06999999999996,6.2
415,suleja,NG,2020-10-10 12:20:24,9.18,7.18,56,87,77.25199999999998,1.43
416,santa rosalia,MX,2020-10-10 12:20:24,27.32,-112.28,0,35,88.46600000000001,2.08
417,malakal,SS,2020-10-10 12:18:39,9.53,31.66,30,69,80.95999999999998,1.22
418,kohlu,PK,2020-10-10 12:20:24,29.9,69.25,0,20,71.86999999999996,1.51
419,dzhusaly,,,,,,,,
420,natal,BR,2020-10-10 12:19:49,-5.79,-35.21,40,62,86.26999999999995,6.7
421,tevaitoa,PF,2020-10-10 12:20:24,-16.78,-151.5,2,77,79.51999999999995,7.67
422,san juan,AR,2020-10-10 12:20:24,-31.54,-68.54,0,12,90.08599999999997,2.68
423,andradas,BR,2020-10-10 12:20:25,-22.07,-46.57,97,42,77.95399999999995,3.22
424,ksenyevka,,,,,,,,
425,hobyo,SO,2020-10-10 12:20:25,5.35,48.53,0,82,80.65399999999995,6.82
426,ancud,CL,2020-10-10 12:20:25,-41.87,-73.82,75,76,60.27799999999996,6.2
427,puerto narino,CO,2020-10-10 12:20:25,-3.77,-70.38,40,59,93.46999999999997,1.5
428,kabalo,CD,2020-10-10 12:20:25,-6.05,26.92,84,84,75.07400000000001,1.61
429,cockburn town,TC,2020-10-10 12:20:25,21.46,-71.14,46,66,86.26999999999995,5.1
430,leningradskiy,RU,2020-10-10 12:20:26,69.38,178.42,100,98,32.39600000000005,8.33
431,christchurch,NZ,2020-10-10 12:18:35,-43.53,172.63,99,58,57.469999999999956,7.2
432,saleilua,,,,,,,,
433,vestmanna,FO,2020-10-10 12:20:26,62.16,-7.17,100,93,44.86999999999996,7.7
434,mao,ES,2020-10-10 12:20:26,39.89,4.27,40,68,68.26999999999995,5.7
435,novopskov,UA,2020-10-10 12:20:26,49.55,39.09,100,47,60.061999999999955,6.07
436,andenes,NO,2020-10-10 12:20:26,69.31,16.12,100,93,48.469999999999956,5.7
437,coquimbo,CL,2020-10-10 12:20:13,-29.95,-71.34,40,77,59.26999999999996,6.2
438,atherton,GB,2020-10-10 12:20:26,53.52,-2.49,97,72,55.274000000000015,2.68
439,kronshagen,DE,2020-10-10 12:20:27,54.34,10.1,93,87,45.266000000000005,3.6
440,kano,NG,2020-10-10 12:20:27,12,8.52,20,62,86.26999999999995,2.1
441,clonakilty,IE,2020-10-10 12:20:27,51.62,-8.87,75,76,53.27599999999999,6.7
442,nouakchott,MR,2020-10-10 12:20:27,18.09,-15.98,0,38,91.66999999999996,7.7
443,port-gentil,GA,2020-10-10 12:20:27,-0.72,8.78,90,94,77.26999999999995,3.1
444,yerbogachen,RU,2020-10-10 12:20:27,61.28,108.01,98,96,26.258000000000003,2.12
445,taoudenni,ML,2020-10-10 12:20:27,22.68,-3.98,52,9,105.72799999999997,3.15
446,gardan diwal,,,,,,,,
447,nagato,JP,2020-10-10 12:20:28,34.38,131.2,40,77,68.26999999999995,5.1
448,haines junction,CA,2020-10-10 12:20:28,60.75,-137.51,100,84,36.338000000000044,0.67
449,maebaru,JP,2020-10-10 12:20:28,33.55,130.2,90,77,69.27799999999996,2.1
450,las palmas,ES,2020-10-10 12:20:28,28.42,-14.01,20,78,75.46999999999997,7.2
451,cabedelo,BR,2020-10-10 12:20:29,-6.98,-34.83,40,58,86.26999999999995,4.1
452,bogorodskoye,RU,2020-10-10 12:20:29,56.55,37.88,100,89,53.25800000000001,2.02
453,hami,CN,2020-10-10 12:20:29,42.8,93.45,47,50,45.30199999999998,5.67
454,windhoek,NA,2020-10-10 12:20:29,-22.56,17.08,0,9,84.46999999999997,4.6
455,lugovoy,KZ,2020-10-10 12:20:07,42.95,72.76,39,60,42.61999999999996,1.23
456,mogzon,RU,2020-10-10 12:20:29,51.74,111.96,30,90,21.091999999999995,4.85
457,halmstad,SE,2020-10-10 12:20:30,56.67,12.86,44,81,50.26999999999996,2.1
458,constitucion,CL,2020-10-10 12:20:30,-35.33,-72.42,1,53,60.656000000000034,8.5
459,phetchaburi,TH,2020-10-10 12:20:30,12.97,99.58,100,94,72.48200000000003,1.41
460,miri,MY,2020-10-10 12:16:08,4.41,114.01,40,94,79.06999999999996,0.78
461,tongren,CN,2020-10-10 12:20:30,27.72,109.19,67,77,63.62599999999999,0.87
462,hornepayne,CA,2020-10-10 12:20:30,49.21,-84.77,100,85,36.877999999999965,5.06
463,namibe,AO,2020-10-10 12:20:30,-15.2,12.15,3,80,65.53399999999999,5.58
464,oranjemund,NA,2020-10-10 12:20:31,-28.55,16.43,0,64,59.73800000000004,10.46
465,nordby,DK,2020-10-10 12:20:31,55.45,8.4,43,87,48.469999999999956,5.7
466,yefira,,,,,,,,
467,ribeira brava,PT,2020-10-10 12:20:31,32.65,-17.07,40,69,73.66999999999996,7.7
468,izumo,JP,2020-10-10 12:20:31,35.37,132.77,75,93,66.46999999999997,2.6
469,kaka,TM,2020-10-10 12:20:31,37.35,59.61,0,59,41.21600000000001,0.57
470,nuevitas,CU,2020-10-10 12:20:31,21.55,-77.26,40,66,88.06999999999996,2.6
471,hualmay,PE,2020-10-10 12:20:31,-11.1,-77.61,32,62,70.03399999999999,3.55
472,odweyne,SO,2020-10-10 12:20:31,9.41,45.06,2,36,78.61999999999996,6.32
473,khasan,RU,2020-10-10 12:20:32,42.43,130.64,11,80,53.47400000000002,1.42
474,luanda,AO,2020-10-10 12:11:56,-8.84,13.23,20,69,80.86999999999996,3.1
475,ayan,RU,2020-10-10 12:20:32,56.45,138.17,100,75,44.582000000000015,1.82
476,lufilufi,WS,2020-10-10 12:20:32,-13.87,-171.6,20,94,73.66999999999996,8.22
477,ostrovnoy,RU,2020-10-10 12:20:32,68.05,39.51,100,86,49.62200000000004,6.72
478,varna,BG,2020-10-10 12:20:32,43.22,27.92,40,87,61.26799999999999,0.5
479,margate,GB,2020-10-10 12:20:33,51.38,1.39,75,76,54.266000000000005,1.79
480,kenora,CA,2020-10-10 12:20:33,49.82,-94.43,75,57,41.26999999999996,3.1
481,mae hong son,TH,2020-10-10 12:20:33,19.3,97.97,64,76,72.80600000000004,0.81
482,baglan,AF,2020-10-10 12:20:33,36.13,68.71,68,71,47.04800000000002,0.42
483,nova londrina,BR,2020-10-10 12:20:33,-22.77,-52.98,86,20,86.18000000000004,3.19
484,basqal,AZ,2020-10-10 12:20:33,40.76,48.39,75,59,62.86999999999996,1.5
485,staraya toropa,RU,2020-10-10 12:20:33,56.28,31.67,100,94,52.25,1.41
486,kapuskasing,CA,2020-10-10 12:20:34,49.42,-82.43,90,86,37.66999999999996,6.2
487,kayerkan,RU,2020-10-10 12:20:34,69.35,87.76,71,92,19.66999999999996,4
488,grand river south east,,,,,,,,
489,olinda,BR,2020-10-10 12:20:34,-8.01,-34.86,20,62,86.26999999999995,4.6
490,taltal,CL,2020-10-10 12:20:34,-25.4,-70.48,24,54,63.68000000000004,2.47
491,felidhoo,,,,,,,,
492,castellaneta,IT,2020-10-10 12:20:34,40.63,16.94,43,63,70.06999999999996,2.6
493,westport,US,2020-10-10 12:20:34,41.14,-73.36,1,60,73.27400000000002,7.2
494,presidente medici,BR,2020-10-10 12:20:35,-11.18,-61.9,19,21,105.8,1.81
495,dubrovnik,HR,2020-10-10 12:20:35,42.65,18.09,0,77,64.66999999999996,0.5
496,akureyri,IS,2020-10-10 12:20:35,65.68,-18.09,52,68,39.469999999999956,1
497,constantine,DZ,2020-10-10 12:20:35,36.37,6.61,40,53,71.86999999999996,4.6
498,calamar,CO,2020-10-10 12:20:35,10.25,-74.91,40,63,93.46999999999997,1.5
499,mehamn,NO,2020-10-10 12:20:35,71.04,27.85,49,89,46.47200000000004,5.07
500,bocana de paiwas,NI,2020-10-10 12:20:35,12.79,-85.12,21,78,83.65999999999998,3.19
501,vineland,US,2020-10-10 12:20:35,39.49,-75.03,1,64,74.26400000000004,3.1
502,batticaloa,LK,2020-10-10 12:20:35,7.71,81.69,71,77,81.842,1.08
503,walla walla,US,2020-10-10 12:20:36,46.06,-118.34,90,93,58.26199999999996,5.7
504,tezu,IN,2020-10-10 12:20:36,27.92,96.17,0,67,78.02599999999998,1.45
505,bandarbeyla,SO,2020-10-10 12:20:36,9.49,50.81,92,83,78.02599999999998,4.03
506,manaure,CO,2020-10-10 12:16:04,11.78,-72.44,26,55,90.78800000000004,5.91
507,gazanjyk,TM,2020-10-10 12:20:36,39.24,55.52,0,41,50.88200000000002,7.35
508,manaus,BR,2020-10-10 12:20:36,-3.1,-60.02,40,52,91.66999999999996,3.6
509,forssa,FI,2020-10-10 12:20:36,60.81,23.62,100,90,47.26400000000003,0.45
510,saint-georges,GD,2020-10-10 12:20:37,12.06,-61.75,20,74,84.46999999999997,5.1
511,kharp,RU,2020-10-10 12:20:37,66.8,65.81,100,93,36.464000000000034,1.03
512,bud,US,2020-10-10 12:20:37,39.45,-86.18,90,73,74.26400000000004,2.1
513,harwich,GB,2020-10-10 12:18:54,51.94,1.28,67,84,52.26799999999999,2.68
514,nuuk,GL,2020-10-10 12:20:37,64.18,-51.72,75,70,44.86999999999996,3.1
515,aksay,RU,2020-10-10 12:20:37,47.26,39.87,100,52,68.26999999999995,13
516,razole,IN,2020-10-10 12:20:37,16.48,81.83,100,96,76.892,2.57
517,deputatskiy,RU,2020-10-10 12:20:38,69.3,139.9,84,91,16.10600000000003,1.47
518,bealanana,MG,2020-10-10 12:20:38,-14.55,48.73,100,86,68.35999999999999,1.28
519,marcona,,,,,,,,
520,oskemen,KZ,2020-10-10 12:20:38,49.96,82.61,75,84,39.469999999999956,3
521,bambui,BR,2020-10-10 12:20:38,-20.01,-45.98,53,23,95.66600000000001,4.94
522,qasigiannguit,GL,2020-10-10 12:20:39,68.82,-51.19,75,36,48.469999999999956,12.9
523,comodoro rivadavia,AR,2020-10-10 12:20:39,-45.87,-67.5,20,47,59.26999999999996,2.6
524,hammerfest,NO,2020-10-10 12:20:39,70.66,23.68,99,100,46.66999999999996,7.2
525,broken hill,AU,2020-10-10 12:20:39,-31.95,141.43,0,54,59.26999999999996,2.1
526,dondo,MZ,2020-10-10 12:20:39,-19.61,34.74,40,83,77.26999999999995,6.7
527,hilantagaan,PH,2020-10-10 12:20:39,11.19,123.81,100,78,81.37400000000002,2.72
528,ola,RU,2020-10-10 12:20:40,59.58,151.28,0,75,35.311999999999955,2.73
529,boali,CF,2020-10-10 12:20:40,4.8,18.13,40,62,86.26999999999995,2.1
530,acari,PE,2020-10-10 12:20:40,-15.43,-74.62,11,44,77.234,4.59
531,scarborough,GB,2020-10-10 12:20:40,54.28,-0.4,19,82,49.26199999999996,3.54
532,luang prabang,LA,2020-10-10 12:20:40,19.89,102.13,33,79,68.91799999999998,0.61
533,domazlice,CZ,2020-10-10 12:20:40,49.44,12.93,90,87,50.26999999999996,1.5
534,aljezur,PT,2020-10-10 12:20:40,37.32,-8.8,45,76,69.27799999999996,0.45
535,andrychow,PL,2020-10-10 12:20:40,49.85,19.34,100,3,56.26400000000004,1.79
536,miles city,US,2020-10-10 12:20:41,46.41,-105.84,1,25,66.46999999999997,5.7
537,tuy hoa,VN,2020-10-10 12:20:41,13.08,109.3,100,89,75.542,3.2
538,tazovskiy,RU,2020-10-10 12:20:41,67.47,78.7,83,97,27.032000000000018,6.1
539,maniitsoq,GL,2020-10-10 12:20:41,65.42,-52.9,50,83,40.711999999999954,0.58
540,ambulu,ID,2020-10-10 12:20:41,-8.35,113.61,99,88,75.16400000000004,1.32
541,sandpoint,US,2020-10-10 12:20:42,48.28,-116.55,90,93,54.266000000000005,2.6
542,krasnoselkup,RU,2020-10-10 12:20:42,65.7,82.47,35,94,13.190000000000019,1.97
543,san clemente,US,2020-10-10 12:20:42,33.43,-117.61,65,80,71.27599999999998,0.45
544,nanortalik,GL,2020-10-10 12:20:42,60.14,-45.24,20,70,45.05,6.87
545,kasongo-lunda,CD,2020-10-10 12:20:42,-6.47,16.82,34,73,78.38599999999997,1.12
546,kieta,PG,2020-10-10 12:20:42,-6.22,155.63,86,77,79.01600000000002,1.57
547,sai buri,TH,2020-10-10 12:20:43,6.7,101.62,100,79,79.06999999999996,2.21
548,contamana,PE,2020-10-10 12:20:43,-7.33,-75.02,10,29,100.79600000000005,1.52
549,tshikapa,CD,2020-10-10 12:20:43,-6.42,20.8,100,83,75.72200000000004,0.93
550,zhanakorgan,KZ,2020-10-10 12:20:43,43.91,67.25,0,47,47.33599999999997,5.53
551,palana,RU,2020-10-10 12:20:43,59.12,159.97,65,89,33.04399999999997,7.24
552,amderma,,,,,,,,
553,nome,US,2020-10-10 12:20:43,64.5,-165.41,90,80,40.26199999999996,2.66
554,port hawkesbury,CA,2020-10-10 12:20:44,45.62,-61.35,75,62,57.469999999999956,6.2
555,arkadelphia,US,2020-10-10 12:20:44,34.12,-93.05,90,69,77.26999999999995,5.7
556,coari,BR,2020-10-10 12:20:44,-4.08,-63.14,6,36,99.734,0.46
557,bassenge,BE,2020-10-10 12:20:44,50.76,5.61,20,66,52.26799999999999,5.1
558,okha,RU,2020-10-10 12:20:44,53.57,142.95,75,82,44.977999999999966,4.34
559,abong mbang,CM,2020-10-10 12:20:44,3.98,13.18,81,93,71.94200000000001,0.71
560,morondava,MG,2020-10-10 12:20:45,-20.28,44.28,0,80,77.12599999999999,4.02
561,tumannyy,,,,,,,,
562,matagami,CA,2020-10-10 12:20:45,49.75,-77.63,90,93,39.469999999999956,7.2
563,plettenberg bay,ZA,2020-10-10 12:20:45,-34.05,23.37,28,72,53.61799999999998,3.77
564,carora,VE,2020-10-10 12:20:45,10.18,-70.08,0,40,90.82400000000001,0.23
565,ramgarh,IN,2020-10-10 12:20:00,23.63,85.52,40,94,77.26999999999995,0.72
566,loviisa,FI,2020-10-10 12:20:45,60.46,26.23,96,96,48.272000000000034,2.38
567,tiarei,PF,2020-10-10 12:20:45,-17.53,-149.33,40,88,75.46999999999997,5.7
568,kavieng,PG,2020-10-10 12:20:45,-2.57,150.8,99,78,81.75199999999998,5.2
569,bereda,ES,2020-10-10 12:20:46,43.27,-7.54,6,83,60.27799999999996,7.15
570,riyadh,SA,2020-10-10 12:19:24,24.69,46.72,0,13,84.46999999999997,3.6
571,apollonia,GR,2020-10-10 12:20:46,36.97,24.72,0,72,73.27400000000002,2.1
572,la ronge,CA,2020-10-10 12:20:46,55.1,-105.28,90,80,39.469999999999956,9.8
573,hvide sande,DK,2020-10-10 12:20:46,56,8.13,60,82,47.26400000000003,2.24
574,sorvag,,,,,,,,
575,barvinkove,UA,2020-10-10 12:20:46,48.91,37.02,100,52,60.674000000000014,4.14
576,inhambane,MZ,2020-10-10 12:20:46,-23.86,35.38,20,83,77.26999999999995,3.1
577,nikel,RU,2020-10-10 12:20:46,69.41,30.22,100,100,46.66999999999996,2.6
578,urengoy,RU,2020-10-10 12:20:47,65.97,78.37,59,97,25.75399999999995,4.39
579,dongsheng,CN,2020-10-10 12:20:47,39.82,109.98,71,79,47.42599999999999,3.99
580,derby,GB,2020-10-10 12:16:08,52.92,-1.48,40,76,52.26799999999999,5.1
581,ekimchan,RU,2020-10-10 12:20:47,53.07,132.97,100,89,40.424000000000014,1.38
582,faro,PT,2020-10-10 12:18:27,37.02,-7.93,83,78,71.86999999999996,2.6
583,udachnyy,RU,2020-10-10 12:20:47,66.42,112.4,90,92,14.269999999999957,2
584,hambantota,LK,2020-10-10 12:20:47,6.12,81.12,54,79,81.14000000000001,8.6
585,ongandjera,NA,2020-10-10 12:20:48,-17.88,15.07,0,17,73.75999999999999,0.85
586,ijaki,,,,,,,,
587,kutum,SD,2020-10-10 12:20:48,14.2,24.67,19,16,87.33200000000002,3.64
588,chipinge,ZW,2020-10-10 12:20:48,-20.19,32.62,51,72,70.142,4.61
589,sumbawa,,,,,,,,
590,ashqelon,IL,2020-10-10 12:16:15,31.67,34.57,0,100,79.26799999999999,4.36
591,benguela,AO,2020-10-10 12:20:48,-12.58,13.41,3,75,74.31799999999998,3.52
592,vanavara,RU,2020-10-10 12:20:48,60.34,102.28,100,98,26.456000000000028,1.66
593,hay river,CA,2020-10-10 12:20:48,60.82,-115.8,90,100,39.469999999999956,2.1
594,belmonte,BR,2020-10-10 12:20:49,-15.86,-38.88,20,58,86.26999999999995,9.3
595,oriximina,BR,2020-10-10 12:20:49,-1.77,-55.87,26,26,100.292,3.52
596,marzuq,YE,2020-10-10 12:20:49,14.4,46.47,0,26,77.16199999999995,1.27
597,tecoanapa,MX,2020-10-10 12:20:49,16.52,-98.75,17,61,87.61999999999996,1.78
598,harper,LR,2020-10-10 12:20:50,4.38,-7.72,40,87,78.63800000000005,5.28
599,gambo,CF,2020-10-10 12:20:50,4.65,22.26,100,81,76.47799999999997,0.08
600,tomatlan,MX,2020-10-10 12:20:50,19.93,-105.25,26,61,89.52799999999996,1.68
601,hattiesburg,US,2020-10-10 12:20:50,31.33,-89.29,75,61,79.06999999999996,7.7
